id,name,time,utc_offset,group_id,venue_id,status,description
"10566101","*Missoula area* June Meetup Rowdy's on North Reserve",1244853000000,-21600000,1328524,941178,"past","<p>Missoula Meetup on CMS's<br/>Andy on Drupal, Ashton on WordPress.</p> <p>It's at Rowdy's on North Reserve. Exit the Interstate at exit 101 and turn to the South. Go under the interstate, and if you go about 1/2 mile down North Reserve, you'll see Rowdy's on your left. It's a cute little Bar Restaurant with Great Mexican food. I'll arrive early and try to get us a big table.<br/>See you there.</p> <p>Paul</p>"
"10584829","July Coders Meeting - Missoula",1247095800000,-21600000,1328524,713768,"past","<p>Javascript for beginners and experienced users alike! Useful resources and more! More details as they become available. If time permits, discussion on AJAX as well. We hope to see you all there.</p>"
"10113233","July Programmers Meeting",1247274000000,-21600000,1328524,977694,"past","<p>Because we are having an awesome time.... period.</p> <p>Details to follow (presenter and topics are undetermined).</p> <p>Thanks!</p> <p>Ian Merwin</p>"
"11022896","Missoula Meetup",1250121600000,-21600000,1328524,951695,"past","<p>All things Ecommerce related. Speaker is TBA. Vounteers are welcome.<br/>We would like to have a couple of real world examples of setting up a shopping cart and connecting to a merchant account, PHP or otherwise.<br/>I will update this when we have the speakers set.</p> <p>We will be at Ruby's. Make sure you thank them for their support. Remember that they have a special room rate if you plan on staying overnight.</p>"
"11064467","Polson Meeting",1250294400000,-21600000,1328524,977694,"past","<p>We're considering going over either SEO/M (search engine optimization/marketing) or Flex and working with services in Flex.</p> <p>If you have a preference please make a comment and cast your vote!</p> <p>Thanks!</p>"
"11064308","Western Montana Photography August Meetup",1250953200000,-21600000,1503044,,"past","<p>We will go around taking pictures at various locations around Montana. We will hold workshops about lighting, Photoshop, and other topics of interest. We will have a critique forum on Flickr for people to post images and receive feedback. Hope to see you there.</p>"
"11439343","Faster & Stronger Web Dev With Frameworks",1254873600000,-21600000,1328524,951695,"past","<p>Using frameworks to speed your development of web sites and applications. This will be a two part series. This first part will be to introduce what frameworks are and why you should or should not use them.</p> <p>We will focus on:</p> <p>Development frameworks (PHP, Java, .NET, maybe some other areas)<br/>Types of frameworks (Component, MVC, Content)<br/>Advantages and disadvantages of using a framework</p> <p><br/>The presentation will be around 30 minutes. The second part of the meeting will be reserved for exchanging ideas or tutoring. Please bring your questions or tutoring requests!</p> <p>-Note: For the tutoring portion Ashton and I will help people get up and running with the JavaScript framework jQuery for those who are interested.</p>"
"11696248","Pizza & Pop! MTP Site development team",1256684400000,-21600000,1328524,1102073,"past","<p>The Montana Programmers site is under development (and this time not just a quick CMS load and manage project). We have decided on building a custom PHP, MySQL, Flex/Flash application framework for our site which will allow for member contributed plugins, features, etc. in the future. We believe this will better represent the collective skills, talents, and technology of the group.</p> <p>We will be meeting to discuss the sites features, requirements, etc. and road map for completion. If you would like to be involved in the process but can't make the meeting.. please email us with any and all comments, suggestions, and features your thinking of.</p> <p>The meeting will be at Matt's house/meeting room... I will update the location this weekend - but its in Polson.</p> <p>Hope to see ya soon (if not at this meeting .. at the Nov. meetups).</p> <p><br/>Ian</p>"
"11439558","Frameworks Part Deux",1257901200000,-25200000,1328524,951695,"past","<p>This is the second part of the ""Using Frameworks"" presentation. In this second part we will get our hands dirty and build a simple web application using the PHP MVC framework, CodeIgniter (CI).</p> <p>We will cover:</p> <p>Install and setup of CI<br/>Some advantages of CI<br/>Creation of a basic Model, View, and Controller to round trip from a database (CRUD)</p> <p><br/>This should take around an hour. Following the presentation/workshop we can open it up to another tutoring or knowledge transfer session.</p> <p>If you want to work along with setting up CodeIgniter, please install an Apache/MySQL/PHP server on your system before the meeting. XAMPP is a great all in one setup with installs for Windows/Mac/Linux, please get the slightly older 1.7.1 version with PHP 5.2.9-12. Most frameworks don't support PHP 5.3 yet.<br/><a href=""http://sourceforge.net/projects/xampp/files/"">XAMPP Downloads</a></p> <p>Feel free to use WAMP (my Windows preference) or MAMP (Mac), just make sure to have a pre-PHP 5.3 version installed</p>"
"11857428","Website Optimizing & Marketing - An Overview",1260320400000,-25200000,1328524,951695,"past","<p>Hi All,</p> <p>This month, we've decided to present on some Front End development things.</p> <p>I'll be speaking on some of the things to do while creating a new website (or optimizing an old one). Some of the topics will include:</p> <p><br/>Optimizing your website for Search Engines (Organic and PPC)<br/>Getting your website to convert Visitors into Prospects<br/>Notes for marketing your website (Social media, PPC, etc.)<br/>and more...</p> <p><br/>I'll do my best to touch on as many items as I can in this overview. Let me know what you are the most interested in.</p> <p>Bring your notepads and questions!</p> <p>See you soon,<br/>Ashton Sanders</p> <p><br/>(P.S. I'd also like to thank Ruby's Inn and Convention Center for sponsoring the great meeting area every month. Props to you guys!)</p>"
"11746286","RMSP Adobe Lightroom FREE Lecture ",1260925200000,-25200000,1503044,1106814,"past","<p>Update. I walking over at 6:20, I heard the class might fill up fast.</p> <p>Hello everyone!</p> <p>I am going to go to this RMSP free lecture and want to invite everyone to attend. I will be over at Warden's Market at 6:00 p.m. if anyone wants to meet prior for some photo talk and walk over to the school at approximately 6:40 p.m. Looking forward to seeing everyone!</p> <p><b>Rocky Mountain School of Photography Evening Lecture Series<br/>12/15/09 7:00 PM Rocky Mountain School of Photography<br/></b><br/>Description:<br/>An Introduction to Adobe® Lightroom with speaker/photographer Heather Yoder Rocky Mountain School of Photography invites you to attend a free lecture the third Tuesday of every month, October through May. All lectures are 7 P.M. to 9 P.M. at Rocky Mountain School of Photography. The series features a variety of photography related topics delivered by notable photographers from the Missoula community.</p> <p>Age Group: All Ages<br/>Venue: Rocky Mountain School of Photography<br/>Address: 216 N. Higgins Ave Missoula, Mt 59802 In the 'Quarry'<br/>Phone:[masked]</p>"
"11956533","ZooTown Mini-Meet",1262133000000,-25200000,1328524,1128948,"past","<p>Informal gathering of Montana Programmers in Missoula.... discussions, mentoring, whatever... Guaranteed tech/geek goodness or your money back. PHP, Jquery, SQL, Frameworks, CMS's, SEO... whatever the evening brings....</p>"
"11940085","Introduction to jQuery",1263344400000,-25200000,1328524,951695,"past","<p>We will cover the basics of the jQuery JavaScript framework. This will include covering basic syntax and some of the more popular effects.</p>"
"12272867","RMSP Evening Lecture Series: An Introduction to Exposure",1263952800000,-25200000,1503044,1106814,"past","<p>This FREE lecture by RMSP almost slipped past me!</p> <p>I will be at Liquid Planet downtown on Higgins at approximately 6:00 pm for conversation and coffee. At approximately 6:30 I will be walking over to RMSP. The lecture is down stairs and to the left...I learned last time. =)</p>"
"11956547","ZooTown Mini-Meet",1264552200000,-25200000,1328524,1128948,"past","<p>Informal gathering of Montana Programmers in Missoula.... discussions, mentoring, whatever... Guaranteed tech/geek goodness or your money back. PHP, Jquery, SQL, Frameworks, CMS's, SEO... whatever the evening brings....</p>"
"12051295","Development with the MVC design pattern",1264730400000,-25200000,1328524,1138048,"past","<p>We will be doing an introduction to the MontanaProgrammers group and then covering the Model-View-Controller design pattern and some of the frameworks that use it.</p> <p>

What is MVC?<br/>Why would you want to use MVC?<br/>Example frameworks that speed up development in different languages.</p> <p><br/>We'll be at FVCC campus in the Science &amp; Tech building Room 141 from 7-9.</p>"
"12170298","Bozeman Area Introduction",1265331600000,-25200000,1328524,1159073,"past","<p>First gathering of MontanaProgrammers.com Bozeman area.</p> <p>It's official! Thanks to the efforts of Phillip Downer @ ManifestBozeman.com! We will be meeting Thursday Feb 4th @ 6PM.</p> <p>Everything coding. Development, design, PHP, HTML, MySQL, PostgreSQL, Oracle, MSSQL, Flex/Flash, .NET, javascript, jQuery, and everything in between!</p> <p><br/>Spread the word!</p> <p>Thanks!</p>"
"12513704","RMSP Open House (Non-group event posting)",1265475600000,-25200000,1503044,1106814,"past","<p>Hi Everyone! This is a non-group event posting that I hope everyone will consider attending. Unfortunately I will be out of town this weekend, but I encourage everyone to grab a few of your printed images for critiquing and get to know our friends and fellow photographers at RMSP. From what I have seen you all have created some beautiful images and this could be fun!</p> <p>If anyone does attend, please make a forum post and let me know how it was.</p> <p>-Staci<br/>--------------------------</p> <p>Rocky Mountain School of Photography is inviting hobbyists and career-minded photographers alike to join us 10 a.m.-3 p.m., Saturday, Feb 6th for a special Open House event. We will have information tables, former students and graduates to talk to, facility tours, and demos. Bring along 3-5 of your printed images for a free critique with one of our instructors.</p> <p>Age Group: All Ages<br/>Venue: Rocky Mountain School of Photography<br/>Address: 216 No. Higgins Avenue Missoula<br/>Phone:[masked]<br/>Email: [masked]</p>"
"12552533","PHP, MySQL, FLEX, Drupal, WP, Javascript, JQuery, AJAX",1265763600000,-25200000,1328524,951695,"past","<p>PHP, MySQL, FLEX, Drupal, WP, Javascript, JQuery, AJAX - whatever you need help with. Open, hands on, break out groups, etc....</p> <p>Bring your lappy and some questions...</p>"
"12378814","RMSP Evening Lecture Series: An Introduction to Composition",1266372000000,-25200000,1503044,1106814,"past","<p><b>RMSP Evening Lecture Series: An Introduction to Composition</b><br/>7:00 PM Rocky Mountain School of Photography</p> <p>Description:<br/>Rocky Mountain School of Photography invites you to attend a free lecture the third Tuesday of every month, October through May. All lectures are 7 P.M. to 9 P.M. at Rocky Mountain School of Photography. The series features a variety of photography related topics delivered by notable photographers from the Missoula community</p> <p>Age Group: All Ages<br/>Venue: Rocky Mountain School of Photography<br/>Address: 216 N. Higgins Ave Missoula, MT 59802 In the 'Quarry'<br/>Phone:[masked]</p> <p><b>SHOP TALK @ 6:00 p.m. at Liquid Planet.</b> I will be in the back with a Meetup table sign. Who knows, maybe even a name tag next time. =) So cute. I will walk over to RMSP at 6:30 for a good seat. I hope to see you all.</p>"
"12621232","Missoula Drupal Meetup",1266534000000,-25200000,1328524,713768,"past","<p>The Western Montana Drupal Users Group is proud to kick off our official meetups!</p> <p>The first one will be Thursday, February 18th starting at 4:00 pm in the Board Room at the Missoula Public Library. These meetups are a great chance to talk with other Drupal users, learn more about the websites being built with Drupal, and get a better understanding of the open source framework and the community.</p> <p>If you think you'll be there, please use the 'sign up' button below to indicate your RSVP.</p> <p>We'll start with introductions, followed by a round of presentations from whoever shows up. This is a chance for anyone to take the floor and talk about something they're working on - a module, a website, or anything Drupal related. If you want to present, please speak up! Post about it in the comments and we'll add you to the meetup announcement, and of course come ready to talk.</p> <p>I will come prepared to give a presentation either on some of the new features in Drupal 7 or on how to set up a site for podcasting with Drupal.</p> <p>The Board Room at the library is equipped with an LCD projector, so if you want, bring (or commandeer) a laptop to show your site, code, or whatever you want. We are welcome to bring snacks and drinks as long as we leave the room clean when we leave.</p> <p>Hope to see you there!</p> <p>Meetup Details<br/>4:00 to 6:00 pm<br/>Missoula Public Library<br/>301 East Main St.<br/>Missoula MT 59802-4799<br/>(406) 721-2665<br/><a href=""http://tr.im/Nwea"">map</a></p> <p>Bus: Apparently the Library is served by buses 2, 5, and 8</p>"
"11956550","ZooTown Mini-Meet",1266971400000,-25200000,1328524,1128948,"past","<p>Informal gathering of Montana Programmers in Missoula.... discussions, mentoring, whatever... Guaranteed tech/geek goodness or your money back. PHP, Jquery, SQL, Frameworks, CMS's, SEO... whatever the evening brings....</p>"
"12580486","Kalispell - Hands on with a PHP framework",1267149600000,-25200000,1328524,1138048,"past","<p>We're going to get our hands dirty with a PHP application framework (CodeIgniter). A basic understanding of Object Oriented programming is useful but not required.</p> <p>We'll setup CodeIgniter, and then create a basic application that demonstrates some of the benefits of using a framework.</p>"
"12711647","Tues evening Missoula Drupal Meetup",1267579800000,-25200000,1328524,713768,"past","<p>Hot on the heels of our awesome first meetup last Thursday, the next Montana Drupal meetup is Tuesday, March 2nd at 6:30 pm in the Small Meeting Room at the Missoula Public Library. The Small Meeting Room is on the lower level of the library, accessed via the parking lot.</p> <p>We are doing these twice each month, and we're considering doing one week a month as a Drupal beginner presenation, and the other week intermediate/advanced presentations. We especially want to make sure the schedule works for most of the beginners in our group, so <a href=""http://groups.drupal.org/node/52748"">please give your feedback on that here</a>.</p> <p>We originally said 7pm, but the Library kicks us out at 8:45pm so I'm moving start time to 6:30pm to make sure we have adequate time. (We can discuss alternate venues in the future, I just chose the library because it's free, central, and has a projector.)</p> <p>Based on feedback – or who shows up – this will either be the first of our 'Beginning Drupal' presentations, or something else! We'll also have time for informal Drupal chat, networking, etc.</p> <p>We are welcome to bring snacks and drinks as long as we leave the room clean when we leave. I imagine some folks might want to continue the discussion at a local eatery/drinkery afterwards.</p> <p>Hope to see you there!</p> <p><b>Meetup Details</b><br/>6:30 to 8:45 pm<br/>Missoula Public Library<br/>Small Meeting Room (downstairs)<br/>301 East Main St.<br/>Missoula MT 59802-4799<br/>(406) 721-2665<br/><a href=""http://tr.im/Nwea"">map</a></p> <p>Bus: Apparently the Library is served by buses 2, 5, and 8</p>"
"12637936","PIZZA /POP and Development tools you CAN'T live without!",1267750800000,-25200000,1328524,1206956,"past","<p>Pizza - pop.. and good times discussing some sweet programming/technology/stuff...</p> <p>Alright -- here's the lowdown:</p> <p>Rob Irizarry with RightNow technologies has been gracious enough to host the meeting this month.</p> <p>Link to map here:<br/>---------------------------------------------<br/><a href=""http://montanaprogrammers.com/Bozeman-RightNow-Map.pdf""><a href=""http://montanaprogram"" class=""linkified"">http://montanaprogram</a>...</a></p> <p>Google Directions from I-90:<br/>---------------------------------------------<br/><a href=""http://maps.google.com/maps?f=d&amp;source=s_d&amp;saddr=45.720922,-111.074009&amp;daddr=Enterprise+Blvd+to:Enterprise+Blvd&amp;geocode=%3BFYKmuAId3zVh-Q%3BFdSluAId3zVh-Q&amp;hl=en&amp;mra=dme&amp;mrcr=0&amp;mrsp=0&amp;sz=13&amp;via=1&amp;sll=45.685077,-111.03178&amp;sspn=0.085505,0.154324&amp;ie=UTF8&amp;ll=45.689274,-111.048088&amp;spn=0.085499,0.154324&amp;z=13""><a href=""http://maps.google.co"" class=""linkified"">http://maps.google.co</a>...</a></p> <p><br/>We will have 3 parts to this meeting:</p> <p>First - spend a little time eating pizza, visit and get to know one another.</p> <p>Second - we will discuss the ""tools you can't live without"" - those that want to share are welcomed to give a short/sweet present on their tool of uber importance. I will lead the way with a quick walk-through of the new MySQL Workbench. So, bring a list of your favorite tools, applications, etc.</p> <p>Third - we will discuss some planning (briefly) about the who and what of next months meeting.</p> <p>Finish with some more general discussions/network and visit.</p> <p><br/>Thanks for helping get your area started! Bring a friend...</p> <p>Last meeting was a blast! (another thank you to Philip Downer for hosting last month)!</p> <p>Ian</p>"
"12783213","Missoula Area Coders Meeting",1268182800000,-25200000,1328524,951695,"past","<p>Agenda change....</p> <p>Tonight will be a planning meeting for future events (Instead ov version control). We need your input to make Missoula meetings a success. And, instead of having a ""thrown together"" version control meeting, we will plan the next 3-6 meetings tonight as well as discuss the first ""Annual MTP weekend retreat.""</p> <p><br/>Ian</p>"
"12833254","RMSP Free Lecture March 16 Printing Photographs",1268787600000,-21600000,1503044,1106814,"past","<p>""I'm giving a free talk about printing digital pictures and how to get the best results whether you are printing yourself or using a photo lab."" Kathy Eyster</p>"
"12850655","Missoula Thursday Drupal Meetup: Getting Started with Drupal pt 1",1268949600000,-21600000,1328524,951695,"past","<p>If you're beginning with Drupal, or just Drupal-curious, this is the meetup you've been waiting for! On Thursday March 18 we're kicking off our monthly 'Getting Started Series' with an introductory presentation on Drupal core.</p> <p><b>What is Drupal?</b><br/>Drupal is a powerful open-source web content management system and web application framework that can help you build and manage almost any kind of website, including personal &amp; group blogs; e-commerce; community &amp; social sites; nonprofit &amp; issue sites; newspaper &amp; media sites; video &amp; photo/image galleries; and much more. It powers several dozen of the top 1,000 sites on the Web, as well as sites like <a href=""http://whitehouse.gov""><a href=""http://whitehouse.gov"" class=""linkified"">http://whitehouse.gov</a>...</a>, <a href=""http://theonion.com""><a href=""http://theonion.com"" class=""linkified"">http://theonion.com</a>...</a>, <a href=""http://www.observer.com""><a href=""http://www.observer.c"" class=""linkified"">http://www.observer.c</a>...</a>, General Motors, The World Bank, and many, many more. This powerful software is gaining huge momentum and thousands of businesses, organizations, and institutions are getting on board with Drupal every year.</p> <p><b>What we'll cover in this meetup</b><br/>Starting from Drupal out-of-the-box – with no added modules – we'll methodically walk through Drupal's basic building blocks. You'll get a solid grounding in core Drupal concepts like nodes, users, permissions, taxonomy and learn the basic workflow of posting content in Drupal.</p> <p>If you have any specific beginner questions you'd like to have addressed, please add them to the comments for this event and we'll try to work them in. And ss usual we'll have ample time after the presentation for informal Q&amp;A, networking, etc.</p> <p>If you know anyone who'd like to get started with Drupal, please send them the link to this page!</p> <p><b>Recommended reading</b><br/>To best prepare for the Getting Started series, we recommend the book <a href=""http://usingdrupal.com/"">Using Drupal</a> published by O'Reilly. If you are at all serious about learning Drupal, please just go ahead and purchase this excellent book. Monte, Art, and AJ are just three of our group members who are happy they did! Well-written and aimed at the Drupal beginner, it takes you though the sometimes-daunting Drupal jargon and concepts with ease, and gets you comfortable with managing content and building sites step-by-step. If you review the first two chapters before this meetup, you'll have a leg up on everyone else! (Although highly recommended, the reading is not required to attend the session – everyone is welcome!)</p> <p><b>About the Getting Started Series</b><br/>Each month an experienced Drupaler will present a lesson suitable for Drupal beginners. We'll structure the series so each month builds on the next – if you attend each monthly Getting Started series, your Drupal skills will grow naturally and within a few months you'll be competently managing your site and your content, and on your way to adding new site sections and features.</p> <p><b>Meetup Details</b><br/>Thursday, March 18th<br/>4:00 to 6:30 pm<br/><a href=""http://www.rubys.montana.com"">Ruby' Inn and Convention Center</a> (Room 300)<br/>4825 North Reserve<br/>Missoula, MT 59808 <a href=""http://tr.im/rubysmsomap"">map</a><br/>Phone: (406) 721-0990</p>"
"12820885","Flathead Area Meeting",1269565200000,-21600000,1328524,1138048,"past","<p>More Code Talk at FVCC!</p> <p>We will be covering an introduction to the MySQL database system and some common tools that help with developing a MySQL database.</p> <p>If you want to follow on your own machine, please install either WAMP, XAMP, or MAMP before hand. If time permits we will also cover the MySQL GUI tools like Workbench. Workbench can be downloaded for free from:<br/><a href=""http://www.mysql.com/downloads/workbench/"">Workbench Download</a></p>"
"11956614","ZooTown Mini-Meet",1269993600000,-21600000,1328524,1128948,"past","<p>Informal gathering of Montana Programmers in Missoula.... discussions, mentoring, whatever... Guaranteed tech/geek goodness or your money back. PHP, Jquery, SQL, Frameworks, CMS's, SEO... whatever the evening brings....</p>"
"12791888","Bozeman Area Coders Meeting",1270166400000,-21600000,1328524,1206956,"past","<p>This is the first of a series that you will NOT want to miss! We are going to build each month on top of the previous... here is what we discussed as future topics and tentatively in store for you (not necessarily in this order):</p> <p>Design Patterns (Singleton, Factory, etc. ?)<br/>MVC (Model, View, Controller)<br/>Frameworks (Codeigniter, Zend, ?)<br/>Unit Testing (PHPUnit ?)<br/>Debugging (Eclipse, Netbeans, ?)<br/>Version control (Subversion, Git, ?)<br/>Database design</p>"
"13094378","Missoula Drupal Meetup",1270600200000,-21600000,1328524,1128948,"past","<p><img src=""http://andylaken.s3.amazonaws.com/img/drup-human.jpg"" /><br/>Hi Big Sky Drupalistas!</p> <p>Sorry for the late notice – your organizer has been a bit disorganized lately – but we'll have our monthly weeknight Drupal meetup this Tuesday, April 6, from 6:30 – whenever at Zootown Brew on Broadway in Missoula.</p> <p>This will be an informal gathering to talk about Drupal, network, show off sites or techniques. Bring your laptop, Drupal questions/answers, and don't forget some cash for the amazing espresso they serve there!</p> <p>For those wanting dinner before or afterward (or during?) Zootown had great tomato soup and grilled cheese sandwiches, and La Parilla across the street has wonderful burritos, wraps, nachos, etc.</p> <p>Hope to see you there!</p>"
"12820856","Pizza and Pop + Debugging... ",1270771200000,-21600000,1328524,904630,"past","<p>Pizza... Pop... Code Talk. What more could you ask for?</p> <p>6:00 to 6:30 (ish) Pizza, snacks, etc.<br/>6:30 to 7:30 (ish) Debugging with FirePHP and NetBeans IDE<br/>7:30 to 8:30 (ish) Q&amp;A, Socializing, Networking....</p> <p>UPDATE: We have Jason and Wes on tap for debugging. Wes is going to cover some basics on Debugging with Netbeans and Jason Is going to Introduce/cover the FirePHP plug-in/Library.</p> <p>Paul and the Folks at Washington Corp. are kind enough host/supply the pizza.. so don't miss it!</p>"
